t, y, yd
5.969999999999999751e+00,1.688185432444690506e-02,-7.633599434572016507e-02
5.980000000000000426e+00,1.612064115793579097e-02,-7.590479881496428605e-02
5.990000000000000213e+00,1.536379416866954020e-02,-7.546278866981651068e-02
6.000000000000000000e+00,1.461142052923060895e-02,-7.501015948606856720e-02
6.009999999999999787e+00,1.386362545769929955e-02,-7.454710701095255965e-02
6.020000000000000462e+00,1.312051221657137279e-02,-7.407382712330552732e-02
6.030000000000000249e+00,1.238218211212154148e-02,-7.359051579419408073e-02
6.040000000000000036e+00,1.164873449421034365e-02,-7.309736904800762103e-02
6.049999999999999822e+00,1.092026675293886542e-02,-7.259458291670635444e-02
6.060000000000000497e+00,1.019687426511773840e-02,-7.208235329143487802e-02
6.070000000000000284e+00,9.478650469295173825e-03,-7.156087603559736776e-02
6.080000000000000071e+00,8.765686861675586750e-03,-7.103034693640769559e-02
6.089999999999999858e+00,8.058072981562486997e-03,-7.049096163472504117e-02
6.100000000000000533e+00,7.355896413141192053e-03,-6.994291558780857399e-02
6.110000000000000320e+00,6.659242787654856381e-03,-6.938640403252077649e-02
6.120000000000000107e+00,5.968195785970227193e-03,-6.882162194898533425e-02
6.129999999999999893e+00,5.282837141531764036e-03,-6.824876402470718417e-02
6.140000000000000568e+00,4.603246643700516574e-03,-6.766802461916053557e-02
6.150000000000000355e+00,3.929502141475884475e-03,-6.707959772885209448e-02
6.160000000000000142e+00,3.261679547596697988e-03,-6.648367695286537538e-02
6.169999999999999929e+00,2.599852843020204144e-03,-6.588045545889358034e-02
6.179999999999999716e+00,1.944094080738325257e-03,-6.527012594789327604e-02
6.190000000000000391e+00,1.294473359249577980e-03,-6.465288056374071668e-02
6.200000000000000178e+00,6.510588652387733558e-04,-6.402891092777350524e-02
6.209999999999999964e+00,1.391688416907139320e-05,-6.339840811520816577e-02
6.219999999999999751e+00,-6.168882059583062974e-04,-6.276156260100783368e-02
6.230000000000000426e+00,-1.241293928308535160e-03,-6.211856422827442131e-02
6.240000000000000213e+00,-1.859239700582627879e-03,-6.146960217713162700e-02
6.250000000000000000e+00,-2.470666828056028528e-03,-6.081486493410327016e-02
6.259999999999999787e+00,-3.075518496288534315e-03,-6.015454026199360676e-02
6.270000000000000462e+00,-3.673739763509722110e-03,-5.948881517027388571e-02
6.280000000000000249e+00,-4.265277552682507876e-03,-5.881787588598150901e-02
6.290000000000000036e+00,-4.850080643248980659e-03,-5.814190782513603550e-02
6.299999999999999822e+00,-5.428099662560732439e-03,-5.746109556467873802e-02
6.310000000000000497e+00,-5.999287077306704290e-03,-5.677562281411022843e-02
6.320000000000000284e+00,-6.563597212111672852e-03,-5.608567231382834833e-02
6.330000000000000071e+00,-7.120986214028174680e-03,-5.539142587856418082e-02
6.339999999999999858e+00,-7.671412029606929604e-03,-5.469306440675356096e-02
6.350000000000000533e+00,-8.214834409355928346e-03,-5.399076781606707703e-02
6.360000000000000320e+00,-8.751214897734057446e-03,-5.328471501756857492e-02
6.370000000000000107e+00,-9.280516822877497851e-03,-5.257508389036845420e-02
6.379999999999999893e+00,-9.802705286061925982e-03,-5.186205125677677275e-02
6.390000000000000568e+00,-1.031774715090521578e-02,-5.114579285795856078e-02
6.400000000000000355e+00,-1.082561103231408778e-02,-5.042648333009574352e-02
6.410000000000000142e+00,-1.132626728517940363e-02,-4.970429618105812186e-02
6.419999999999999929e+00,-1.181968799282314547e-02,-4.897940376758839337e-02
6.429999999999999716e+00,-1.230584695520175152e-02,-4.825197727300363504e-02
6.440000000000000391e+00,-1.278471967738496924e-02,-4.752218668375446375e-02
6.450000000000000178e+00,-1.325628337259819947e-02,-4.679020071876176246e-02
6.459999999999999964e+00,-1.372051693181367167e-02,-4.605618686645370635e-02
6.469999999999999751e+00,-1.417740090891553457e-02,-4.532031137135286020e-02
6.480000000000000426e+00,-1.462691751372839112e-02,-4.458273919510665623e-02
6.490000000000000213e+00,-1.506905059903797597e-02,-4.384363399672839418e-02
6.500000000000000000e+00,-1.550378564740858764e-02,-4.310315811333922942e-02
6.509999999999999787e+00,-1.593110975780079666e-02,-4.236147254141488239e-02
6.520000000000000462e+00,-1.635101163199439642e-02,-4.161873691853856805e-02
6.530000000000000249e+00,-1.676348156082044585e-02,-4.087510950566317081e-02
6.540000000000000036e+00,-1.716851141020733079e-02,-4.013074716988421914e-02
6.549999999999999822e+00,-1.756609460704440864e-02,-3.938580536772730983e-02
6.560000000000000497e+00,-1.795622612486819439e-02,-3.864043812895135571e-02
6.570000000000000284e+00,-1.833890247004347357e-02,-3.789479803578327949e-02
6.580000000000000071e+00,-1.871412167674644383e-02,-3.714903613440687091e-02
6.589999999999999858e+00,-1.908188327893261399e-02,-3.640330202086278222e-02
6.600000000000000533e+00,-1.944218829650088895e-02,-3.565774381822319622e-02
6.610000000000000320e+00,-1.979503922303776919e-02,-3.491250814108182859e-02
6.620000000000000107e+00,-2.014044001065033382e-02,-3.416774008157535264e-02
6.629999999999999893e+00,-2.047839605465911345e-02,-3.342358319588028398e-02
6.640000000000000568e+00,-2.080891417815591490e-02,-3.268017949118513094e-02
6.650000000000000355e+00,-2.113200261643072633e-02,-3.193766941313938568e-02
6.660000000000000142e+00,-2.144767100127278545e-02,-3.119619183377902311e-02
6.669999999999999929e+00,-2.175593034514967938e-02,-3.045588403993073484e-02
6.679999999999999716e+00,-2.205679302526950686e-02,-2.971688172209453055e-02
6.690000000000000391e+00,-2.235027276753046716e-02,-2.897931896380597991e-02
6.700000000000000178e+00,-2.263638463050060556e-02,-2.824332822606928292e-02
6.709999999999999964e+00,-2.291514499027614768e-02,-2.750904029385892180e-02
6.719999999999999751e+00,-2.318657152235794119e-02,-2.677658433588084655e-02
6.730000000000000426e+00,-2.345068318557603365e-02,-2.604608788099960909e-02
6.740000000000000213e+00,-2.370750020580465744e-02,-2.531767679982972405e-02
6.750000000000000000e+00,-2.395704405934656611e-02,-2.459147529641595581e-02
6.759999999999999787e+00,-2.419933745623725763e-02,-2.386760590036333257e-02
6.770000000000000462e+00,-2.443440432347402519e-02,-2.314618945941562117e-02
6.780000000000000249e+00,-2.466226978817411680e-02,-2.242734513248280034e-02
6.790000000000000036e+00,-2.488296016066692679e-02,-2.171119038311630778e-02
6.799999999999999822e+00,-2.509650291752435480e-02,-2.099784097343311562e-02
6.810000000000000497e+00,-2.530292668453420005e-02,-2.028741095848733342e-02
6.820000000000000284e+00,-2.550226121962098635e-02,-1.958001268108998036e-02
6.830000000000000071e+00,-2.569453739485728222e-02,-1.887575675713024786e-02
6.839999999999999858e+00,-2.587978717514950386e-02,-1.817475202346733459e-02
6.850000000000000533e+00,-2.605804360854528656e-02,-1.747710562084117680e-02
6.860000000000000320e+00,-2.622934080668062884e-02,-1.678292296382936227e-02
6.870000000000000107e+00,-2.639371392675021744e-02,-1.609230772916924596e-02
6.879999999999999893e+00,-2.655119915414929505e-02,-1.540536185256945190e-02
6.890000000000000568e+00,-2.670183368509132169e-02,-1.472218552592410509e-02
6.900000000000000355e+00,-2.684565570920576655e-02,-1.404287719492918959e-02
6.910000000000000142e+00,-2.698270439212062041e-02,-1.336753355709856608e-02
6.919999999999999929e+00,-2.711301985803391337e-02,-1.269624956017947719e-02
6.929999999999999716e+00,-2.723664317227881410e-02,-1.202911840096518650e-02
6.940000000000000391e+00,-2.735361632388677577e-02,-1.136623152450363071e-02
6.950000000000000178e+00,-2.746398220815305866e-02,-1.070767862370096933e-02
6.959999999999999964e+00,-2.756778460650280774e-02,-1.005354763013206754e-02
6.969999999999999751e+00,-2.766506816138602012e-02,-9.403924688334158039e-03
6.980000000000000426e+00,-2.775587837545670858e-02,-8.758894212853042191e-03
6.990000000000000213e+00,-2.784026158790102456e-02,-8.118538868057120772e-03
7.000000000000000000e+00,-2.791826495596180444e-02,-7.482939565889530631e-03
7.009999999999999787e+00,-2.798993643748074606e-02,-6.852175467361898593e-03
7.020000000000000462e+00,-2.805532477346617953e-02,-6.226323984404561092e-03
7.030000000000000249e+00,-2.811447947069047743e-02,-5.605460782071710821e-03
7.040000000000000036e+00,-2.816745078432149677e-02,-4.989659781098398222e-03
7.049999999999999822e+00,-2.821428970059215377e-02,-4.378993160808268906e-03
7.060000000000000497e+00,-2.825504791951241948e-02,-3.773531362368988222e-03
7.070000000000000284e+00,-2.828977783762796558e-02,-3.173343092393760521e-03
7.080000000000000071e+00,-2.831853253082971048e-02,-2.578495326885923804e-03
7.089999999999999858e+00,-2.834136573153868063e-02,-1.989053302628404282e-03
7.100000000000000533e+00,-2.835833180281018343e-02,-1.405080501781913287e-03
7.110000000000000320e+00,-2.836948574583153526e-02,-8.266387125031643066e-04
7.120000000000000107e+00,-2.837488317212355504e-02,-2.537880095959286694e-04
7.129999999999999893e+00,-2.837458028559748657e-02,3.134132422895489004e-04
7.140000000000000568e+00,-2.836863386555409441e-02,8.749083831608110012e-04
7.150000000000000355e+00,-2.835710124975059782e-02,1.430642451887729257e-03
7.160000000000000142e+00,-2.834004031753926608e-02,1.980562180111142961e-03
7.169999999999999929e+00,-2.831750947308163402e-02,2.524615985857576583e-03
7.179999999999999716e+00,-2.828956762864212951e-02,3.062753966863805688e-03
7.190000000000000391e+00,-2.825627418796505114e-02,3.594927893614016483e-03
7.200000000000000178e+00,-2.821768902973877807e-02,4.121091202092310238e-03
7.209999999999999964e+00,-2.817387249115102521e-02,4.641198986254293536e-03
7.219999999999999751e+00,-2.812488536920404458e-02,5.155208026069458757e-03
7.230000000000000426e+00,-2.807078878231720337e-02,5.663076669618247530e-03
7.240000000000000213e+00,-2.801164437719355638e-02,6.164764992598099728e-03
7.250000000000000000e+00,-2.794751414786693366e-02,6.660234652873739565e-03
7.259999999999999787e+00,-2.787846046453865481e-02,7.149448927658166517e-03
7.270000000000000462e+00,-2.780454605736439738e-02,7.632372704468228658e-03
7.280000000000000249e+00,-2.772583400037643281e-02,8.108972471867747014e-03
7.290000000000000036e+00,-2.764238769554109437e-02,8.579216309998857065e-03
7.299999999999999822e+00,-2.755427085695163342e-02,9.043073880900701772e-03
7.310000000000000497e+00,-2.746154749515636317e-02,9.500516418616173492e-03
7.320000000000000284e+00,-2.736428190162212490e-02,9.951516719086219917e-03
7.330000000000000071e+00,-2.726253863333301039e-02,1.039604912983231079e-02
7.339999999999999858e+00,-2.715638249752449357e-02,1.083408953942632640e-02
7.350000000000000533e+00,-2.704587852553582208e-02,1.126561537640690704e-02
7.360000000000000320e+00,-2.693109195689335697e-02,1.169060559913277786e-02
7.370000000000000107e+00,-2.681208824607199045e-02,1.210904066566096185e-02
7.379999999999999893e+00,-2.668893303564965833e-02,1.252090253299412148e-02
7.390000000000000568e+00,-2.656169214133495896e-02,1.292617464582538657e-02
7.400000000000000355e+00,-2.643043153723636032e-02,1.332484192497765743e-02
7.410000000000000142e+00,-2.629521734125479446e-02,1.371689075564140603e-02
7.419999999999999929e+00,-2.615611580059993072e-02,1.410230897541021877e-02
7.429999999999999716e+00,-2.601319327742990586e-02,1.448108586211463954e-02
7.440000000000000391e+00,-2.586651623461460117e-02,1.485321212145412385e-02
7.450000000000000178e+00,-2.571615121832313347e-02,1.521867987742901718e-02
7.459999999999999964e+00,-2.556216484264719341e-02,1.557748266083088667e-02
7.469999999999999751e+00,-2.540462378388559650e-02,1.592961538885247913e-02
7.480000000000000426e+00,-2.524359476256571658e-02,1.627507435576646538e-02
7.490000000000000213e+00,-2.507914452964205704e-02,1.661385721971379500e-02
7.500000000000000000e+00,-2.491133985290678796e-02,1.694596298920995892e-02
7.509999999999999787e+00,-2.474024750351993401e-02,1.727139200945264699e-02
7.520000000000000462e+00,-2.456593424265901202e-02,1.759014594843138352e-02
7.530000000000000249e+00,-2.438846680828831229e-02,1.790222778283875188e-02
7.540000000000000036e+00,-2.420791190204751517e-02,1.820764178378362838e-02
7.549999999999999822e+00,-2.402433617625409495e-02,1.850639352228694579e-02
7.560000000000000497e+00,-2.383780622102618998e-02,1.879848987086942674e-02
7.570000000000000284e+00,-2.364838855154823005e-02,1.908393892771777928e-02
7.580000000000000071e+00,-2.345614959542887540e-02,1.936275003111015761e-02
7.589999999999999858e+00,-2.326115568018696442e-02,1.963493374590899107e-02
7.600000000000000533e+00,-2.306347302085719544e-02,1.990050184873366421e-02
7.610000000000000320e+00,-2.286316770771548712e-02,2.015946731296252431e-02
7.620000000000000107e+00,-2.266030569412363221e-02,2.041184429356466754e-02
7.629999999999999893e+00,-2.245495278449369247e-02,2.065764811176093105e-02
7.640000000000000568e+00,-2.224717462237178409e-02,2.089689523951454228e-02
7.650000000000000355e+00,-2.203703668686980699e-02,2.112960330627301070e-02
7.660000000000000142e+00,-2.182460429152484338e-02,2.135579111183007542e-02
7.669999999999999929e+00,-2.160994254213584320e-02,2.157547852690432783e-02
7.679999999999999716e+00,-2.139311633912524199e-02,2.178868651455193040e-02
7.690000000000000391e+00,-2.117419036737055657e-02,2.199543711693875692e-02
7.700000000000000178e+00,-2.095322908531312492e-02,2.219575343964633532e-02
7.709999999999999964e+00,-2.073029671419934425e-02,2.238965963584334251e-02
7.719999999999999751e+00,-2.050545722745482358e-02,2.257718089032232853e-02
7.730000000000000426e+00,-2.027877434019110733e-02,2.275834340340195799e-02
7.740000000000000213e+00,-2.005031149884523370e-02,2.293317437469454684e-02
7.750000000000000000e+00,-1.982013187696400613e-02,2.310170200825424278e-02
7.759999999999999787e+00,-1.958829837616868005e-02,2.326395553565333008e-02
7.770000000000000462e+00,-1.935487358913967962e-02,2.341996510253586614e-02
7.780000000000000249e+00,-1.911991980110339454e-02,2.356976179234344243e-02
7.790000000000000036e+00,-1.888349898143341227e-02,2.371337761405620248e-02
7.799999999999999822e+00,-1.864567277434772338e-02,2.385084548608829014e-02
7.810000000000000497e+00,-1.840650248974965916e-02,2.398219922008892196e-02
7.820000000000000284e+00,-1.816604909421295697e-02,2.410747350464897271e-02
7.830000000000000071e+00,-1.792437320211047111e-02,2.422670388891320220e-02
7.839999999999999858e+00,-1.768153506688707050e-02,2.433992676609797109e-02
7.850000000000000533e+00,-1.743759457611986780e-02,2.444717937379562930e-02
7.860000000000000320e+00,-1.719261125226089620e-02,2.454849981984446802e-02
7.870000000000000107e+00,-1.694664422459155051e-02,2.464392697405903485e-02
7.879999999999999893e+00,-1.669975222867306833e-02,2.473350048659064132e-02
7.890000000000000568e+00,-1.645199359953366733e-02,2.481726077650849016e-02
7.900000000000000355e+00,-1.620342626399130445e-02,2.489524901561403908e-02
7.910000000000000142e+00,-1.595410773312816444e-02,2.496750711219820895e-02
7.919999999999999929e+00,-1.570409509491729402e-02,2.503407769474116223e-02
7.930000000000000604e+00,-1.545344500700106087e-02,2.509500409555486672e-02
7.940000000000000391e+00,-1.520221368962166794e-02,2.515033033436830934e-02
7.950000000000000178e+00,-1.495045692008620426e-02,2.520010111514190895e-02
7.959999999999999964e+00,-1.469823003065179323e-02,2.524436185422424331e-02
7.969999999999999751e+00,-1.444558789289088208e-02,2.528315857708880732e-02
7.980000000000000426e+00,-1.419258491438113445e-02,2.531653793197299884e-02
7.990000000000000213e+00,-1.393927503307601165e-02,2.534454717971396445e-02
8.000000000000000000e+00,-1.368571171123103732e-02,2.536723417780015893e-02
8.009999999999999787e+00,-1.343194792948584036e-02,2.538464736440048872e-02
8.019999999999999574e+00,-1.317803618110168287e-02,2.539683574237113980e-02
8.029999999999999361e+00,-1.292402846635456841e-02,2.540384886324000002e-02
8.040000000000000924e+00,-1.266997628708389605e-02,2.540573681116873109e-02
8.050000000000000711e+00,-1.241593064164587916e-02,2.540255019693136995e-02
8.060000000000000497e+00,-1.216194202087633389e-02,2.539434018630858450e-02
8.070000000000000284e+00,-1.190806040114695576e-02,2.538115840499029913e-02
8.080000000000000071e+00,-1.165433524014441308e-02,2.536305694696423807e-02
8.089999999999999858e+00,-1.140081547237963358e-02,2.534008836573415843e-02
8.099999999999999645e+00,-1.114754950468835673e-02,2.531230565888921077e-02
8.109999999999999432e+00,-1.089458521188803493e-02,2.527976225268294130e-02
8.120000000000000995e+00,-1.064196993259107840e-02,2.524251198662201198e-02
8.130000000000000782e+00,-1.038975046517467624e-02,2.520060909806457958e-02
8.140000000000000568e+00,-1.013797306390656384e-02,2.515410820682832671e-02
8.150000000000000355e+00,-9.886683434586304720e-03,2.510306430710096751e-02
8.160000000000000142e+00,-9.635926727254634505e-03,2.504753279448045447e-02
8.169999999999999929e+00,-9.385747538908357016e-03,2.498756938101446765e-02
8.179999999999999716e+00,-9.136189908622622743e-03,2.492323009837625614e-02
8.189999999999999503e+00,-8.887297313756238604e-03,2.485457129051077060e-02
8.199999999999999289e+00,-8.639112666957418987e-03,2.478164959896599767e-02
8.210000000000000853e+00,-8.391678313323339133e-03,2.470452194826280173e-02
8.220000000000000639e+00,-8.145036027713735416e-03,2.462324553130333313e-02
8.230000000000000426e+00,-7.899227012217908961e-03,2.453787779481774942e-02
8.240000000000000213e+00,-7.654291893776000826e-03,2.444847642484963141e-02
8.250000000000000000e+00,-7.410270721703677774e-03,2.435509933351445375e-02
8.259999999999999787e+00,-7.167202954271545585e-03,2.425780470056972810e-02
8.269999999999999574e+00,-6.925127474821825627e-03,2.415665087001978711e-02
8.279999999999999361e+00,-6.684082582595812783e-03,2.405169637231771920e-02
8.290000000000000924e+00,-6.444105990964975328e-03,2.394299991082842957e-02
8.300000000000000711e+00,-6.205234825844235455e-03,2.383062034819155225e-02
8.310000000000000497e+00,-5.967505624256917544e-03,2.371461669273126904e-02
8.320000000000000284e+00,-5.730954333051691170e-03,2.359504808491597050e-02
8.330000000000000071e+00,-5.495616307770384741e-03,2.347197378386995173e-02
8.339999999999999858e+00,-5.261526311666395693e-03,2.334545315393980400e-02
8.349999999999999645e+00,-5.028718512964427609e-03,2.321554565646613555e-02
8.359999999999999432e+00,-4.797226465595764988e-03,2.308231088658720814e-02
8.370000000000000995e+00,-4.567083137796278287e-03,2.294580848141369520e-02
8.380000000000000782e+00,-4.338320906314857041e-03,2.280609812142309761e-02
8.390000000000000568e+00,-4.110971551325315852e-03,2.266323953042207254e-02
8.400000000000000355e+00,-3.885066256185357170e-03,2.251729246290441050e-02
8.410000000000000142e+00,-3.660635607334021373e-03,2.236831669150353419e-02
8.419999999999999929e+00,-3.437709594327173577e-03,2.221637199454269684e-02
8.429999999999999716e+00,-3.216317610010272984e-03,2.206151814368588829e-02
8.439999999999999503e+00,-2.996488450827708774e-03,2.190381489169259885e-02
8.449999999999999289e+00,-2.778250317267993465e-03,2.174332196027940409e-02
8.460000000000000853e+00,-2.561630814444064343e-03,2.158009902809145467e-02
8.470000000000000639e+00,-2.346656952808204646e-03,2.141420571878710835e-02
8.480000000000000426e+00,-2.133355149000306424e-03,2.124570158923829236e-02
8.490000000000000213e+00,-1.921751226829522801e-03,2.107464611785028058e-02
8.500000000000000000e+00,-1.711870414009461147e-03,2.090109870135998388e-02
8.509999999999999787e+00,-1.503737293569141435e-03,2.072511873851148184e-02
8.519999999999999574e+00,-1.297375880528091330e-03,2.054676547504428671e-02
8.529999999999999361e+00,-1.092809611955021520e-03,2.036609801436779082e-02
8.540000000000000924e+00,-8.900613346735572473e-04,2.018317533310786185e-02
8.550000000000000711e+00,-6.891533066229068270e-04,1.999805627097669611e-02
8.560000000000000497e+00,-4.901071983241730989e-04,1.981079952082490450e-02
8.570000000000000284e+00,-2.929440944517982225e-04,1.962146361888056009e-02
8.580000000000000071e+00,-9.768449550833250769e-05,1.943010693517876336e-02
8.589999999999999858e+00,9.565168039849338867e-05,1.923678766418607938e-02
8.599999999999999645e+00,2.870450956776876561e-04,1.904156381562384370e-02
8.609999999999999432e+00,4.764769912771534433e-04,1.884449320549445167e-02
8.620000000000000995e+00,6.639291846073648281e-04,1.864563344731466621e-02
8.630000000000000782e+00,8.493840673676155122e-04,1.844504194356027388e-02
8.640000000000000568e+00,1.032824603276588085e-03,1.824277587732560379e-02
8.650000000000000355e+00,1.214234326587898451e-03,1.803889219395450952e-02
8.660000000000000142e+00,1.393597351427847651e-03,1.783344745578743437e-02
8.669999999999999929e+00,1.570898352075294959e-03,1.762649803442875238e-02
8.679999999999999716e+00,1.746122562289310291e-03,1.741810008038252935e-02
8.689999999999999503e+00,1.919255776111771557e-03,1.720830947470277511e-02
8.700000000000001066e+00,2.090284345142949356e-03,1.699718182092411697e-02
8.710000000000000853e+00,2.259195175734853185e-03,1.678477243717621178e-02
8.720000000000000639e+00,2.425975726104174536e-03,1.657113634848390166e-02
8.730000000000000426e+00,2.590614003365600097e-03,1.635632827925653440e-02
8.740000000000000213e+00,2.753098560487320448e-03,1.614040264596847130e-02
8.750000000000000000e+00,2.913418493169935529e-03,1.592341355003359937e-02
8.759999999999999787e+00,3.071563436650158116e-03,1.570541477087646423e-02
8.769999999999999574e+00,3.227523562430695703e-03,1.548645975920259939e-02
8.779999999999999361e+00,3.381289574937686865e-03,1.526660163047068898e-02
8.790000000000000924e+00,3.532852708107092881e-03,1.504589315856912773e-02
8.800000000000000711e+00,3.682204721560651192e-03,1.482438676120419532e-02
8.810000000000000497e+00,3.829337891628452860e-03,1.460213435865430689e-02
8.820000000000000284e+00,3.974245015331447431e-03,1.437918755767188250e-02
8.830000000000000071e+00,4.116919406144526131e-03,1.415559763221452272e-02
8.839999999999999858e+00,4.257354888504402517e-03,1.393141547468823918e-02
8.849999999999999645e+00,4.395545793954888647e-03,1.370669158981857767e-02
8.859999999999999432e+00,4.531486957228370721e-03,1.348147608868516950e-02
8.870000000000000995e+00,4.665173712264809522e-03,1.325581868292081619e-02
8.880000000000000782e+00,4.796601888169454812e-03,1.302976867907651090e-02
8.890000000000000568e+00,4.925767805110936419e-03,1.280337497315298112e-02
8.900000000000000355e+00,5.052668270160584618e-03,1.257668604530067825e-02
8.910000000000000142e+00,5.177300573074648631e-03,1.234974995468879518e-02
8.919999999999999929e+00,5.299662482020598038e-03,1.212261433454472556e-02
8.929999999999999716e+00,5.419752239248835056e-03,1.189532638736504055e-02
8.939999999999999503e+00,5.537568556711150794e-03,1.166793288029920918e-02
8.950000000000001066e+00,5.653110611540652572e-03,1.144048013667907544e-02
8.960000000000000853e+00,5.766378039908613695e-03,1.121301395458062893e-02
8.970000000000000639e+00,5.877370934724429619e-03,1.098557970661918209e-02
8.980000000000000426e+00,5.986089840997858152e-03,1.075822233341668967e-02
8.990000000000000213e+00,6.092535750638284654e-03,1.053098631322800342e-02
9.000000000000000000e+00,6.196710097767957164e-03,1.030391565776483595e-02
9.009999999999999787e+00,6.298614753990453528e-03,1.007705390816669364e-02
9.019999999999999574e+00,6.398252023615690239e-03,9.850444131119091146e-03
9.029999999999999361e+00,6.495624638842768805e-03,9.624128915119409960e-03
9.040000000000000924e+00,6.590735754901984149e-03,9.398150366890650753e-03
9.050000000000000711e+00,6.683588945157182409e-03,9.172550107943700654e-03
9.060000000000000497e+00,6.774188196170038111e-03,8.947369271287808346e-03
9.070000000000000284e+00,6.862537902727199567e-03,8.722648498290406713e-03
9.080000000000000071e+00,6.948642862831860313e-03,8.498427935686038437e-03
9.089999999999999858e+00,7.032508272660966536e-03,8.274747232734915373e-03
9.099999999999999645e+00,7.114139722102284444e-03,8.051645537282711013e-03
9.109999999999999432e+00,7.193543203981251320e-03,7.829161464015377617e-03
9.120000000000000995e+00,7.270725090419153519e-03,7.607333129766746804e-03
9.130000000000000782e+00,7.345692127125291217e-03,7.386198152380356666e-03
9.140000000000000568e+00,7.418451433523851751e-03,7.165793637778452609e-03
9.150000000000000355e+00,7.489010497648019953e-03,6.946156177789493402e-03
9.160000000000000142e+00,7.557377171015224222e-03,6.727321848114507959e-03
9.169999999999999929e+00,7.623559663484905276e-03,6.509326206432547446e-03
9.179999999999999716e+00,7.687566538100265578e-03,6.292204290645228397e-03
9.189999999999999503e+00,7.749406705915467056e-03,6.075990617260364213e-03
9.200000000000001066e+00,7.809089420809732507e-03,5.860719179914669445e-03
9.210000000000000853e+00,7.866624274289751514e-03,5.646423448035789265e-03
9.220000000000000639e+00,7.922021190281998068e-03,5.433136365643076449e-03
9.230000000000000426e+00,7.975290419916207171e-03,5.220890350287926002e-03
9.240000000000000213e+00,8.026442536301633263e-03,5.009717292133076746e-03
9.250000000000000000e+00,8.075488428919704031e-03,4.799648551646424829e-03
9.259999999999999787e+00,8.122439287398159485e-03,4.590714914590911765e-03
9.269999999999999574e+00,8.167306609841209694e-03,4.382946646283538382e-03
9.279999999999999361e+00,8.210102198843499330e-03,4.176373496286189813e-03
9.290000000000000924e+00,8.250838151855717159e-03,3.971024680436753898e-03
9.300000000000000711e+00,8.289526855858153631e-03,3.766928880402546122e-03
9.310000000000000497e+00,8.326180982032334657e-03,3.564114243352872313e-03
9.320000000000000284e+00,8.360813480431945888e-03,3.362608381751016652e-03
9.330000000000000071e+00,8.393437574654466493e-03,3.162438373264621523e-03
9.339999999999999858e+00,8.424066756514818691e-03,2.963630760794218506e-03
9.349999999999999645e+00,8.452714780722380902e-03,2.766211552619401819e-03
9.359999999999999432e+00,8.479395659562675991e-03,2.570206222662176684e-03
9.370000000000000995e+00,8.504123657585106744e-03,2.375639710866977831e-03
9.380000000000000782e+00,8.526913286298022296e-03,2.182536423697097050e-03
9.390000000000000568e+00,8.547779298872529297e-03,1.990920234746533166e-03
9.400000000000000355e+00,8.566736724569935443e-03,1.800814462628058232e-03
9.410000000000000142e+00,8.583800682836210255e-03,1.612241947661228070e-03
9.419999999999999929e+00,8.598986675651796099e-03,1.425224916078015637e-03
9.429999999999999716e+00,8.612310365186448546e-03,1.239785107155548950e-03
9.439999999999999503e+00,8.623787628918954187e-03,1.055943729934676230e-03
9.450000000000001066e+00,8.633434554276729275e-03,8.737214643913278475e-04
9.460000000000000853e+00,8.641267433305935622e-03,6.931384627022948173e-04
9.470000000000000639e+00,8.647302757372106810e-03,5.142143506049486447e-04
9.480000000000000426e+00,8.651557211891258703e-03,3.369682288515346092e-04
9.490000000000000213e+00,8.654047671091515473e-03,1.614186747575682658e-04
9.500000000000000000e+00,8.654791192805237274e-03,-1.241625615548409660e-05
9.509999999999999787e+00,8.653805013291649556e-03,-1.845190284232620754e-04
9.519999999999999574e+00,8.651106542089975759e-03,-3.548726248073139598e-04
9.529999999999999361e+00,8.646713356903073383e-03,-5.234605443696385653e-04
9.540000000000000924e+00,8.640643198511576903e-03,-6.902668004530019847e-04
9.550000000000000711e+00,8.632913965430951200e-03,-8.552759190595259249e-04
9.560000000000000497e+00,8.623543694785729824e-03,-1.018472960799265536e-03
9.570000000000000284e+00,8.612550572969978821e-03,-1.179843491768954632e-03
9.580000000000000071e+00,8.599952934777636490e-03,-1.339373574141376625e-03
9.589999999999999858e+00,8.585769251937894198e-03,-1.497049774863287979e-03
9.599999999999999645e+00,8.570018128120544115e-03,-1.652859163227439823e-03
9.609999999999999432e+00,8.552718293968721713e-03,-1.806789308355672211e-03
9.620000000000000995e+00,8.533888602159030862e-03,-1.958828276593100551e-03
9.630000000000000782e+00,8.513548022489100114e-03,-2.108964628813230283e-03
9.640000000000000568e+00,8.491715636992486910e-03,-2.257187417634412205e-03
9.650000000000000355e+00,8.468410635081002544e-03,-2.403486184547094437e-03
9.660000000000000142e+00,8.443652308714444041e-03,-2.547850956952274308e-03
9.669999999999999929e+00,8.417460047597689551e-03,-2.690272245110991028e-03
9.679999999999999716e+00,8.389853334405216259e-03,-2.830741039004883858e-03
9.689999999999999503e+00,8.360851736829806244e-03,-2.969248815471325735e-03
9.700000000000001066e+00,8.330474899016081236e-03,-3.105787547328556653e-03
9.710000000000000853e+00,8.298742549619302772e-03,-3.240349658711701511e-03
9.720000000000000639e+00,8.265674491206768601e-03,-3.372928040772069612e-03
9.730000000000000426e+00,8.231290595177421718e-03,-3.503516049522610327e-03
9.740000000000000213e+00,8.195610797099329992e-03,-3.632107502331203414e-03
